index,case_id,slice_id,pred_path,overlay_path
77,img0002,img0002_slice0135,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0002_img0002_slice0135_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0002_img0002_slice0135_overlay.png
78,img0002,img0002_slice0136,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0002_img0002_slice0136_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0002_img0002_slice0136_overlay.png
79,img0002,img0002_slice0137,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0002_img0002_slice0137_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0002_img0002_slice0137_overlay.png
80,img0002,img0002_slice0138,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0002_img0002_slice0138_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0002_img0002_slice0138_overlay.png
81,img0008,img0008_slice0005,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0005_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0005_overlay.png
82,img0008,img0008_slice0010,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0010_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0010_overlay.png
83,img0008,img0008_slice0015,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0015_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0015_overlay.png
84,img0008,img0008_slice0033,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0033_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0033_overlay.png
85,img0008,img0008_slice0037,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0037_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0037_overlay.png
86,img0008,img0008_slice0048,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0048_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0048_overlay.png
87,img0008,img0008_slice0058,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0058_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0058_overlay.png
88,img0008,img0008_slice0068,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0068_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0068_overlay.png
89,img0008,img0008_slice0076,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0076_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0076_overlay.png
90,img0008,img0008_slice0077,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0077_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0077_overlay.png
91,img0008,img0008_slice0078,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0078_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0078_overlay.png
92,img0008,img0008_slice0079,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0079_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0079_overlay.png
93,img0008,img0008_slice0080,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0080_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0080_overlay.png
94,img0008,img0008_slice0081,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0081_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0081_overlay.png
95,img0008,img0008_slice0082,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0082_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0082_overlay.png
96,img0008,img0008_slice0083,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0083_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0083_overlay.png
97,img0008,img0008_slice0084,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0084_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0084_overlay.png
98,img0008,img0008_slice0085,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0085_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0085_overlay.png
99,img0008,img0008_slice0086,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0086_pred.npy,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/overlays/img0008_img0008_slice0086_overlay.png
100,img0008,img0008_slice0087,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0087_pred.npy,
101,img0008,img0008_slice0088,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0088_pred.npy,
102,img0008,img0008_slice0089,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0089_pred.npy,
103,img0008,img0008_slice0090,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0090_pred.npy,
104,img0008,img0008_slice0091,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0091_pred.npy,
105,img0008,img0008_slice0092,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0092_pred.npy,
106,img0008,img0008_slice0093,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0093_pred.npy,
107,img0008,img0008_slice0094,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0094_pred.npy,
108,img0008,img0008_slice0095,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0095_pred.npy,
109,img0008,img0008_slice0096,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0096_pred.npy,
110,img0008,img0008_slice0097,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0097_pred.npy,
111,img0008,img0008_slice0098,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0098_pred.npy,
112,img0008,img0008_slice0099,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0099_pred.npy,
113,img0008,img0008_slice0100,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0100_pred.npy,
114,img0008,img0008_slice0101,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0101_pred.npy,
115,img0008,img0008_slice0102,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0102_pred.npy,
116,img0008,img0008_slice0103,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0103_pred.npy,
117,img0008,img0008_slice0104,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0104_pred.npy,
118,img0008,img0008_slice0105,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0105_pred.npy,
119,img0008,img0008_slice0106,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0106_pred.npy,
120,img0008,img0008_slice0107,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0107_pred.npy,
121,img0008,img0008_slice0108,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0108_pred.npy,
122,img0008,img0008_slice0109,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0109_pred.npy,
123,img0008,img0008_slice0110,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0110_pred.npy,
124,img0008,img0008_slice0111,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0111_pred.npy,
125,img0008,img0008_slice0112,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0112_pred.npy,
126,img0008,img0008_slice0113,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0113_pred.npy,
127,img0008,img0008_slice0114,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0114_pred.npy,
128,img0008,img0008_slice0115,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0115_pred.npy,
129,img0008,img0008_slice0116,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0116_pred.npy,
130,img0008,img0008_slice0117,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0117_pred.npy,
131,img0008,img0008_slice0118,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0118_pred.npy,
132,img0008,img0008_slice0119,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0119_pred.npy,
133,img0008,img0008_slice0120,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0120_pred.npy,
134,img0008,img0008_slice0121,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0121_pred.npy,
135,img0008,img0008_slice0122,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0122_pred.npy,
136,img0008,img0008_slice0123,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0123_pred.npy,
137,img0008,img0008_slice0124,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0124_pred.npy,
138,img0008,img0008_slice0125,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0125_pred.npy,
139,img0008,img0008_slice0126,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0126_pred.npy,
140,img0008,img0008_slice0127,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0127_pred.npy,
141,img0008,img0008_slice0128,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0128_pred.npy,
142,img0008,img0008_slice0129,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0129_pred.npy,
143,img0008,img0008_slice0130,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0130_pred.npy,
144,img0008,img0008_slice0131,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0131_pred.npy,
145,img0008,img0008_slice0132,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0132_pred.npy,
146,img0008,img0008_slice0133,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0133_pred.npy,
147,img0008,img0008_slice0134,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0134_pred.npy,
148,img0008,img0008_slice0135,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0135_pred.npy,
149,img0008,img0008_slice0136,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0136_pred.npy,
150,img0008,img0008_slice0137,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0137_pred.npy,
151,img0008,img0008_slice0138,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0138_pred.npy,
152,img0008,img0008_slice0139,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0139_pred.npy,
153,img0008,img0008_slice0140,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0140_pred.npy,
154,img0008,img0008_slice0141,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0141_pred.npy,
155,img0008,img0008_slice0142,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0142_pred.npy,
156,img0008,img0008_slice0143,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0143_pred.npy,
157,img0008,img0008_slice0144,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0144_pred.npy,
158,img0008,img0008_slice0145,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0145_pred.npy,
159,img0008,img0008_slice0146,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0146_pred.npy,
160,img0008,img0008_slice0147,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0008_img0008_slice0147_pred.npy,
161,img0025,img0025_slice0010,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0010_pred.npy,
162,img0025,img0025_slice0015,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0015_pred.npy,
163,img0025,img0025_slice0024,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0024_pred.npy,
164,img0025,img0025_slice0029,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0029_pred.npy,
165,img0025,img0025_slice0036,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0036_pred.npy,
166,img0025,img0025_slice0037,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0037_pred.npy,
167,img0025,img0025_slice0038,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0038_pred.npy,
168,img0025,img0025_slice0039,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0039_pred.npy,
169,img0025,img0025_slice0040,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0040_pred.npy,
170,img0025,img0025_slice0041,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0041_pred.npy,
171,img0025,img0025_slice0042,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0042_pred.npy,
172,img0025,img0025_slice0043,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0043_pred.npy,
173,img0025,img0025_slice0044,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0044_pred.npy,
174,img0025,img0025_slice0045,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0045_pred.npy,
175,img0025,img0025_slice0046,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0046_pred.npy,
176,img0025,img0025_slice0047,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0047_pred.npy,
177,img0025,img0025_slice0048,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0048_pred.npy,
178,img0025,img0025_slice0049,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0049_pred.npy,
179,img0025,img0025_slice0050,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0050_pred.npy,
180,img0025,img0025_slice0051,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0051_pred.npy,
181,img0025,img0025_slice0052,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0052_pred.npy,
182,img0025,img0025_slice0053,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0053_pred.npy,
183,img0025,img0025_slice0054,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0054_pred.npy,
184,img0025,img0025_slice0055,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0055_pred.npy,
185,img0025,img0025_slice0056,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0056_pred.npy,
186,img0025,img0025_slice0057,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0057_pred.npy,
187,img0025,img0025_slice0058,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0058_pred.npy,
188,img0025,img0025_slice0059,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0059_pred.npy,
189,img0025,img0025_slice0060,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0060_pred.npy,
190,img0025,img0025_slice0061,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0061_pred.npy,
191,img0025,img0025_slice0062,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0062_pred.npy,
192,img0025,img0025_slice0063,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0063_pred.npy,
193,img0025,img0025_slice0064,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0064_pred.npy,
194,img0025,img0025_slice0065,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0065_pred.npy,
195,img0025,img0025_slice0066,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0066_pred.npy,
196,img0025,img0025_slice0067,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0067_pred.npy,
197,img0025,img0025_slice0068,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0068_pred.npy,
198,img0025,img0025_slice0069,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0069_pred.npy,
199,img0025,img0025_slice0070,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/final_output/predictions/img0025_img0025_slice0070_pred.npy,
